after   before
34	37
61	100
86	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
120	100
120	120
120	120
120	120
120	120
120	120
120	120
120	120
120	120
120	120
120	120
120	120
120	120
144	120
144	120
144	120
144	144
175	144
250	144
250	144
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	250
250	300
300	300
300	300
360	300
360	300
360	360
360	360
